Episode,Reward,Wins,Losses,Epsilon
365,-8.438064799741436,45,70,0.00998645168764533
366,-100.0,45,71,0.00998645168764533
367,-100.0,45,72,0.00998645168764533
368,-6.978288829727113,45,72,0.00998645168764533
369,-100.0,45,73,0.00998645168764533
370,-100.0,45,74,0.00998645168764533
371,-0.15708239547250316,45,74,0.00998645168764533
372,-6.415773753766383,45,74,0.00998645168764533
373,-5.8762156232323495,45,74,0.00998645168764533
374,-4.868578858221866,45,74,0.00998645168764533
375,100.0,46,74,0.00998645168764533
376,-7.509293343674268,46,74,0.00998645168764533
377,-2.5634034885705277,46,74,0.00998645168764533
378,-6.405284206768665,46,74,0.00998645168764533
379,-8.24954557596731,46,74,0.00998645168764533
380,-100.0,46,75,0.00998645168764533
381,-2.3348797494496125,46,75,0.00998645168764533
382,2.472279326070068,46,75,0.00998645168764533
383,100.0,47,75,0.00998645168764533
384,-2.8027973539771085,47,75,0.00998645168764533
385,-6.622926098824777,47,75,0.00998645168764533
386,-100.0,47,76,0.00998645168764533
387,-7.599859713934174,47,76,0.00998645168764533
388,-8.544504723709315,47,76,0.00998645168764533
389,-4.805052174056577,47,76,0.00998645168764533
390,-2.116028119948074,47,76,0.00998645168764533
391,-8.567805151196133,47,76,0.00998645168764533
392,-7.349166663273985,47,76,0.00998645168764533
393,-6.6487364341009325,47,76,0.00998645168764533
394,-6.731215319891021,47,76,0.00998645168764533
395,-4.078185801814678,47,76,0.00998645168764533
396,-3.7629573577981046,47,76,0.00998645168764533
397,-4.566411072717412,47,76,0.00998645168764533
398,-2.43097582322069,47,76,0.00998645168764533
399,-6.606977502425551,47,76,0.00998645168764533
400,-3.6619417813068065,47,76,0.00998645168764533
401,-0.4935788582218663,47,76,0.00998645168764533
402,-8.345575763812148,47,76,0.00998645168764533
403,-100.0,47,77,0.00998645168764533
404,-5.881814574816712,47,77,0.00998645168764533
405,-6.11213243889977,47,77,0.00998645168764533
406,-2.08687664865358,47,77,0.00998645168764533
407,-8.706192805168337,47,77,0.00998645168764533
408,-2.9987461538774673,47,77,0.00998645168764533
409,-1.222570360959973,47,77,0.00998645168764533
410,-100.0,47,78,0.00998645168764533
411,100.0,48,78,0.00998645168764533
412,-4.879919224550504,48,78,0.00998645168764533
413,-5.257764123654415,48,78,0.00998645168764533
414,-8.760704810943485,48,78,0.00998645168764533
415,-7.234050178239277,48,78,0.00998645168764533
416,-100.0,48,79,0.00998645168764533
417,-7.211604323381452,48,79,0.00998645168764533
418,100.0,49,79,0.00998645168764533
419,100.0,50,79,0.00998645168764533
420,-4.576867431674168,50,79,0.00998645168764533
421,100.0,51,79,0.00998645168764533
422,-3.0397822253251245,51,79,0.00998645168764533
423,-7.032952019106924,51,79,0.00998645168764533
424,100.0,52,79,0.00998645168764533
425,-5.140100097529217,52,79,0.00998645168764533
426,-8.354017522052438,52,79,0.00998645168764533
427,-8.901704976225803,52,79,0.00998645168764533
428,100.0,53,79,0.00998645168764533
429,-6.479951827994368,53,79,0.00998645168764533
430,-1.0830515721805138,53,79,0.00998645168764533
431,-100.0,53,80,0.00998645168764533
432,-1.25,53,80,0.00998645168764533
433,-6.681212890330528,53,80,0.00998645168764533
434,4.0051921860399915,53,80,0.00998645168764533
435,-4.78812335134642,53,80,0.00998645168764533
436,-5.349594534566169,53,80,0.00998645168764533
437,-4.3129527215797925,53,80,0.00998645168764533
438,-5.455335883425467,53,80,0.00998645168764533
439,-7.55122531216748,53,80,0.00998645168764533
440,-3.5051481609658146,53,80,0.00998645168764533
441,-1.7318771323782498,53,80,0.00998645168764533
442,-3.090422876083345,53,80,0.00998645168764533
443,-5.117371125575978,53,80,0.00998645168764533
444,-6.269396908683255,53,80,0.00998645168764533
445,100.0,54,80,0.00998645168764533
446,-0.31850139496652474,54,80,0.00998645168764533
447,-7.856977502425551,54,80,0.00998645168764533
448,-6.041882002678209,54,80,0.00998645168764533
449,-100.0,54,81,0.00998645168764533
450,-5.132029097515336,54,81,0.00998645168764533
451,-100.0,54,82,0.00998645168764533
452,-7.4615225143531685,54,82,0.00998645168764533
453,-7.272484375207996,54,82,0.00998645168764533
454,-5.186119535240151,54,82,0.00998645168764533
455,-5.540555656182391,54,82,0.00998645168764533
456,-100.0,54,83,0.00998645168764533
457,-7.56089225187978,54,83,0.00998645168764533
458,-7.867424049174971,54,83,0.00998645168764533
459,-8.781476766657562,54,83,0.00998645168764533
460,-3.6900438540249407,54,83,0.00998645168764533
461,-6.953684500295043,54,83,0.00998645168764533
462,-100.0,54,84,0.00998645168764533
463,-3.2496198140957833,54,84,0.00998645168764533
464,-100.0,54,85,0.00998645168764533
465,-7.410032358323827,54,85,0.00998645168764533
466,-8.673592934277956,54,85,0.00998645168764533
467,-7.390828388280211,54,85,0.00998645168764533
468,-100.0,54,86,0.00998645168764533
469,-6.113683325744354,54,86,0.00998645168764533
470,3.212076053282362,54,86,0.00998645168764533
471,-2.530591641135636,54,86,0.00998645168764533
472,-4.851685680505872,54,86,0.00998645168764533
473,-3.8498472003713347,54,86,0.00998645168764533
474,-100.0,54,87,0.00998645168764533
475,-2.181498605033476,54,87,0.00998645168764533
476,-3.100892991820439,54,87,0.00998645168764533
477,-2.1069339476943556,54,87,0.00998645168764533
478,-8.242032921810065,54,87,0.00998645168764533
479,-100.0,54,88,0.00998645168764533
480,-6.713080280867611,54,88,0.00998645168764533
481,-100.0,54,89,0.00998645168764533
482,100.0,55,89,0.00998645168764533
483,-6.505619927386787,55,89,0.00998645168764533
484,-1.4851043481131532,55,89,0.00998645168764533
485,-6.29876773293082,55,89,0.00998645168764533
486,100.0,56,89,0.00998645168764533
487,-3.4063733293585052,56,89,0.00998645168764533
488,-100.0,56,90,0.00998645168764533
489,-100.0,56,91,0.00998645168764533
490,-8.806305488775575,56,91,0.00998645168764533
491,-1.6189590441260828,56,91,0.00998645168764533
492,-5.333710761887165,56,91,0.00998645168764533
493,-7.545779194138944,56,91,0.00998645168764533
494,-7.131814574816712,56,91,0.00998645168764533
495,-2.8441886787959176,56,91,0.00998645168764533
496,-7.40619670828489,56,91,0.00998645168764533
497,-7.314948305746512,56,91,0.00998645168764533
498,-7.181255147590148,56,91,0.00998645168764533
499,-7.149577702539253,56,91,0.00998645168764533
